Centro;Emplazamiento;Denominación
1000;Q051200128;FAC.MEDICINACOORD. POSGRADO PEDIATRI
1000;Q051200129;FAC.MEDICINAPOSG.PEDTR.HOSP.BACA.ORTIZ
1000;Q051200130;FAC.MEDICINAPOSG.PEDTR. HOSP ENRIQUE GA
1000;Q051200131;FAC.MEDICINAPOSG. PDTR. HOSP UN CANTO V
1000;Q051200132;FAC.MEDICINAHOSP.SAN.FRANCISC.QUIT(EXT)
1000;Q051200133;FAC.MEDICINAAULA 117(ED.TEOLOGÍA)
1000;Q051200134;FAC.MEDICINAAULA 118 (ED. TEOLOGÍA)
1000;Q051200135;FAC.MEDICINAAULA 119 (ED. TEOLOGÍA)
1000;Q051200136;FAC.MEDICINAAULA 120 (ED. TEOLOGÍA)
1000;Q051200137;FAC.MEDICINA AULA  1005
1000;Q051200138;FAC.MEDICINAAULAS COMPARTIDAS (ED. TLG)
1000;Q051200139;FAC.MEDICINA AULA 801A
1000;Q051200140;FAC.MEDICINA AULA 801B
1000;Q051200141;FAC.MEDICINA AULA 801C
1000;Q051200142;FAC.MEDICINA AULA 801D
1000;Q051200143;FAC.MEDICINA AULA 807A
1000;Q051200144;FAC.MEDICINA AULA 807B
1000;Q051200145;FAC.MEDICINA AULA 807C
1000;Q051200146;FAC.MEDICINA AUDIOVISUAL A
1000;Q051210001;INS.SALUD.PÚBLICA DIRECCIÓN
1000;Q051210002;INS.SALUD.PÚBLICA SECRETARIA
1000;Q051210003;INS.SALUD.PÚBLICAOF.1101-COORD. PROYEC
1000;Q051210004;INS.SALUD.PÚBLICA OFICINA 1102
1000;Q051210005;INS.SALUD.PÚBLICA OFICINA 1103
1000;Q051210006;INS.SALUD.PÚBLICA OFICINA 1104
1000;Q051210007;INS.SALUD.PÚBLICACENTRO.DOCUMENTACIÓN
1000;Q051210008;INS.SALUD.PÚBLICA SALA DE SESIONES
1000;Q051210009;INS.SALUD.PÚBLICA AULA
1000;Q051210010;INS.SALUD.PÚBLICA SALA DE PROFESORES
1000;Q051210011;INS.SALUD.PÚBLICA PASILLOS Y HALLS
1000;Q051210012;INS.SALUD.PÚBLICA AULA 1106
1000;Q051210013;INS.SALUD.PÚBLICA OFICINA DE PROFESORES
1000;Q051210014;INS.SALUD.PÚBLICA BAÑOS Y BODEGAS
1000;Q051210015;INS.SALUD.PÚBLICA CAFETERIA
1000;Q051210016;INS.SALUD.PÚBLICACOORD. DE POLITICA
1000;Q051210017;INS.SALUD.PÚBLICASCRT.PROY. SEGURO.CAMP
1000;Q051210018;INS.SALUD.PÚBLICA COORDINACION DOCENCIA
1000;Q051210019;INS.SALUD.PÚBLICACOORD. INVESTIGACION
1000;Q051220001;C.SIMUL.CARRERA.SALUDPASILLOS.HALLS PB
1000;Q051220002;C.SIMUL.CARRERA.SALUDBÑO.DISCAPCITAD PB
1000;Q051220003;C.SIMUL.CARRERA.SALUD BAÑO MUJERES PB
1000;Q051220004;C.SIMUL.CARRERA.SALUD BAÑO HOMBRES PB
1000;Q051220005;C.SIMUL.CARRERA.SALUDCUARTO.ELÉCTRCO PB
1000;Q051220006;C.SIMUL.CARRERA.SALUD OFICINA GRANDE PB
1000;Q051220007;C.SIMUL.CARRERA.SALUD NEONATOLOGÍA
1000;Q051220008;C.SIMUL.CARRERA.SALUDOF.PQÑ.NAONATOLOG.
1000;Q051220009;C.SIMUL.CARRERA.SALUD HOSPITALIZACIÓN
1000;Q051220010;C.SIMUL.CARRERA.SALUD QUIRÓFANO
1000;Q051220011;C.SIMUL.CARRERA.SALUDOF.PEQÑA QUIRÓFANO
1000;Q051220012;C.SIMUL.CARRERA.SALUD EMERGENCIA
1000;Q051220013;C.SIMUL.CARRERA.SALUDOF.PQÑA EMERGENCIA
1000;Q051220014;C.SIMUL.CARRERA.SALUD GINECOLOGÍA
1000;Q051220015;C.SIMUL.CARRERA.SALUDOF.PQÑA GINECLOGÍA
1000;Q051220016;C.SIMUL.CARRERA.SALUD PEDIATRÍA
1000;Q051220017;C.SIMUL.CARRERA.SALUDOF. PQÑA PEDIATRÍA
1000;Q051220018;C.SIMUL.CARRERA.SALUDAULA.RTROALIMNT PB
1000;Q051230001;CAR.BIOQUÍMICA LAB. QUIMICA CLINICA
1000;Q051230002;CAR.BIOQUÍMICA ESTERILIZACION 6
1000;Q051230003;CAR.BIOQUÍMICALAB.11.INVST D LA CARRERA
1000;Q051230004;CAR.BIOQUÍMICA XXXXXXXXXXXXXXXXXXXX
1000;Q051230005;CAR.BIOQUÍMICA LAB. MICOLOGÍA
1000;Q051240001;BIOQUÍM.CLÍNICA SUBDECANO DE MEDICINA
1000;Q051240002;BIOQUÍM.CLÍNICA OFICINA DE PROFESORES
1000;Q051240003;BIOQUÍM.CLÍNICA SECRETARÍA 1
1000;Q051240004;BIOQUÍM.CLÍNICA OFICINA DE PROFESORES
1000;Q051240005;BIOQUÍM.CLÍNICA OFICINA NO. 2
1000;Q051240006;BIOQUÍM.CLÍNICA OFICINA PROFESORES 1
1000;Q051240007;BIOQUÍM.CLÍNICA OFICINA PROFESORES 2
1000;Q051240008;BIOQUÍM.CLÍNICA OFICINA PROFESORES 3
1000;Q051240009;BIOQUÍM.CLÍNICACUB. PROFESORES NO. 1
1000;Q051240010;BIOQUÍM.CLÍNICACUB. PROFESORES NO. 2
1000;Q051240011;BIOQUÍM.CLÍNICACUB. PROFESORES NO. 3
1000;Q051240012;BIOQUÍM.CLÍNICACUB. PROFESORES NO. 4
1000;Q051240013;BIOQUÍM.CLÍNICACUB. PROFESORES NO. 5
1000;Q051240014;BIOQUÍM.CLÍNICACUB. PROFESORES NO. 6
1000;Q051240015;BIOQUÍM.CLÍNICA BODEGA CONSERJE
1000;Q051240016;BIOQUÍM.CLÍNICA AUDITORIO
1000;Q051240017;BIOQUÍM.CLÍNICA AUDIOVISUALES NO.8
1000;Q051240018;BIOQUÍM.CLÍNICA BODEGA DE AUDIOVISUALES
1000;Q051240019;BIOQUÍM.CLÍNICA COMEDOR 07
1000;Q051240020;BIOQUÍM.CLÍNICA PASILLOS Y HALLS, ANDEN
1000;Q051240021;BIOQUÍM.CLÍNICA BAÑOS Y BODEGA
1000;Q051240022;BIOQUÍM.CLÍNICA BAÑO DIRECCIÓN
1000;Q051240023;BIOQUÍM.CLÍNICA CUARTO DE LAVADO
1000;Q051240024;BIOQUÍM.CLÍNICALAVADO.PREPAR.MATERIALES
1000;Q051240025;BIOQUÍM.CLÍNICA MICROBIOLOGÍA CLINICA
1000;Q051240026;BIOQUÍM.CLÍNICASECRET.MICROBIOLOGÍA
1000;Q051240027;BIOQUÍM.CLÍNICA AULA MICROBIOLOGÍA
1000;Q051240028;BIOQUÍM.CLÍNICABIBLIOTECA MICROBIOLOGÍA
1000;Q051240029;BIOQUÍM.CLÍNICA BODEGA REACTIVOS
1000;Q051240030;BIOQUÍM.CLÍNICA BODEGA 1
1000;Q051240031;BIOQUÍM.CLÍNICA BODEGA CONSERJE
1000;Q051240032;BIOQUÍM.CLÍNICA BODEGA 2
1000;Q051240033;BIOQUÍM.CLÍNICA PASILLO BODEGA
1000;Q051240034;BIOQUÍM.CLÍNICALAB BACTERIOLÓGICO
1000;Q051240035;BIOQUÍM.CLÍNICALAB DE HEMATOLOGÍA
1000;Q051240036;BIOQUÍM.CLÍNICAPASILLOS.HALLS-SUBSUELO
1000;Q051240037;BIOQUÍM.CLÍNICALAB. MICROB.ALIMENTOS
1000;Q051240038;BIOQUÍM.CLÍNICALAB.11.INVEST.CARRERA
1000;Q051240039;BIOQUÍM.CLÍNICA DISERLAB-PUCE
1000;Q051240040;BIOQUÍM.CLÍNICA ESTERILIZACIÓN
1000;Q051240041;BIOQUÍM.CLÍNICA XXXXXXXXXXXXXXX
1000;Q051240042;BIOQUÍM.CLÍNICA SALA DE ESPERA
1000;Q051240043;BIOQUÍM.CLÍNICALAB. QUIMICA CLINICA
1000;Q051240044;BIOQUÍM.CLÍNICALAB.INMUNOLOGÍA.BCO.SANG
1000;Q051240045;BIOQUÍM.CLÍNICA XXXXXXXXXXXXX
1000;Q051240046;BIOQUÍM.CLÍNICALAB.MICROSCOP.FLUOREC
1000;Q051240047;BIOQUÍM.CLÍNICALAB.PARASITOLOGÍA.URIAN.
1000;Q051240048;BIOQUÍM.CLÍNICA BAÑOS
1000;Q051240049;BIOQUÍM.CLÍNICACARRERA.MICROB.CLINICA
1000;Q051240050;BIOQUÍM.CLÍNICA LAB. DE MICOLOGÍA
1000;Q051240051;BIOQUÍM.CLÍNICA CAFETERÍA
1000;Q051240052;BIOQUÍM.CLÍNICA LAB. DE HISTOPATOLOGÍA
1000;Q051240053;BIOQUÍM.CLÍNICA LAB. MICROB.AGRICOLA
1000;Q051240054;BIOQUÍM.CLÍNICACOORD.MICROBIOLOGIA
1000;Q051240055;BIOQUÍM.CLÍNICA AULA 302
1000;Q051240056;BIOQUÍM.CLÍNICA AULA 307
1000;Q051240057;BIOQUÍM.CLÍNICA AULA 306
1000;Q051240058;BIOQUÍM.CLÍNICA CAMARA DE BIOSEGURIDAD
1000;Q051240059;BIOQUÍM.CLÍNICA XXXXXXXXXXXXXXXXXX
1000;Q051240060;BIOQUÍM.CLÍNICA AULA 308
1000;Q051240061;BIOQUÍM.CLÍNICA LABORATORIO NAYON
1000;Q051240062;BIOQUÍM.CLÍNICA LAB.DIAGT.MOLEC.CITOGEN
1000;Q051240063;BIOQUÍM.CLÍNICA BAÑOS - MICROBIOLOGIA
1000;Q051240064;BIOQUÍM.CLÍNICA AULA 303
1000;Q051240065;BIOQUÍM.CLÍNICA AULA 101
1000;Q051240066;BIOQUÍM.CLÍNICA AULA 013
1000;Q051240067;BIOQUÍM.CLÍNICA CUARTOS EQUIPO DOCENCIA
1000;Q051250001;GASTROENTEROLO. COORDINA.
1000;Q051300001;FAC.PSICOLOGÍA DECANATO
1000;Q051300002;FAC.PSICOLOGÍA SUBDECANATO
1000;Q051300003;FAC.PSICOLOGÍA SECRETARIA
1000;Q051300004;FAC.PSICOLOGÍA CUBICULO DE PROFESORES
1000;Q051300005;FAC.PSICOLOGÍA SALA DE REUNIONES
1000;Q051300006;FAC.PSICOLOGÍA AULAS
1000;Q051300007;FAC.PSICOLOGÍA SALA DE LECTURA
1000;Q051300008;FAC.PSICOLOGÍAPASILLOOF.SALA DE ESPERA
1000;Q051300009;FAC.PSICOLOGÍA CURSOS REGULARES
1000;Q051300010;FAC.PSICOLOGÍA COORD. FORMACIÓN INICIAL
1000;Q051300011;FAC.PSICOLOGÍA PSICOMETRÍA
1000;Q051300012;FAC.PSICOLOGÍA LABORATORIO
1000;Q051300013;FAC.PSICOLOGÍA BODEGA
1000;Q051300014;FAC.PSICOLOGÍA BAÑOS Y BODEGAS
1000;Q051300015;FAC.PSICOLOGÍACOORD. INDUSTRIAL OF.503
1000;Q051300016;FAC.PSICOLOGÍACOORD.CLINICA OF.504
1000;Q051300017;FAC.PSICOLOGÍACOORD. EDUCATIVA OF.505
1000;Q051300018;FAC.PSICOLOGÍA SALA DE GRADOS
1000;Q051300019;FAC.PSICOLOGÍA PASILLOS Y HALLS
1000;Q051300020;FAC.PSICOLOGÍA AUDIOVISUALES
1000;Q051300021;FAC.PSICOLOGÍA EVALUACION INSTITUCIONAL
1000;Q051300022;FAC.PSICOLOGÍACOORD. POSG-MAEST.DIRC.E.
1000;Q051300023;FAC.PSICOLOGÍAPSICOLOG. EXPR-AULA514
1000;Q051300024;FAC.PSICOLOGÍA SECRETARIA MAESTRIA RRHH
1000;Q051300025;FAC.PSICOLOGÍACONSEJO.FACULTAD.OF.506
1000;Q051300026;FAC.PSICOLOGÍA SALA DE NEUROCIENCIAS
1000;Q051300027;FAC.PSICOLOGÍA OFICINA PROFESORES
1000;Q051300028;FAC.PSICOLOGÍA SUPERVISIÓN DE PRÁCTICAS
1000;Q051300029;FAC.PSICOLOGÍA AULA 508
1000;Q051300030;FAC.PSICOLOGÍA AULA 601
1000;Q051300031;FAC.PSICOLOGÍA AULA 604
1000;Q051300032;FAC.PSICOLOGÍA AULA 608
1000;Q051300033;FAC.PSICOLOGÍA AULA 610
1000;Q051300034;FAC.PSICOLOGÍA AULA 611
1000;Q051300035;FAC.PSICOLOGÍA AULA 509
1000;Q051300036;FAC.PSICOLOGÍA AULA 510
1000;Q051300037;FAC.PSICOLOGÍA AULA 511
1000;Q051300038;FAC.PSICOLOGÍA AULA 517
1000;Q051300039;FAC.PSICOLOGÍA COORD.CURSOS.EXTENSIÓN
1000;Q051300040;FAC.PSICOLOGÍA AULA 515
1000;Q051300041;FAC.PSICOLOGÍA AULA 602
1000;Q051300042;FAC.PSICOLOGÍA AULA 603
1000;Q051300043;FAC.PSICOLOGÍA AULA 605
1000;Q051300044;FAC.PSICOLOGÍA AULA 606
1000;Q051300045;FAC.PSICOLOGÍA AULA 607
1000;Q051300046;FAC.PSICOLOGÍA AULA 609
1000;Q051300047;FAC.PSICOLOGÍA AULA 613
1000;Q051300048;FAC.PSICOLOGÍA AULA 614
1000;Q051300049;FAC.PSICOLOGÍA AULA 615
1000;Q051300050;FAC.PSICOLOGÍA AULA 519
1000;Q051300051;FAC.PSICOLOGÍA AULA 520
1000;Q051300052;FAC.PSICOLOGÍA AULA 521
1000;Q051300053;FAC.PSICOLOGÍA AULA 525
1000;Q051300054;FAC.PSICOLOGÍA AULA 524
1000;Q051300055;FAC.PSICOLOGÍA ARCHIVO
1000;Q051310001;CE.PSICOLOGÍA.APL DIRECCIÓN
1000;Q051310002;CE.PSICOLOGÍA.APL SECRETARÍA
1000;Q051310003;CE.PSICOLOGÍA.APL SALA DE REUNIONES 1
1000;Q051310004;CE.PSICOLOGÍA.APL SALA DE REUNIONES 2
1000;Q051310005;CE.PSICOLOGÍA.APLSALA TERAPIA INFANTIL
1000;Q051310006;CE.PSICOLOGÍA.APLBODEG TERAPIA INFANTIL
1000;Q051310007;CE.PSICOLOGÍA.APL CUBICULO 1
1000;Q051310008;CE.PSICOLOGÍA.APL CUBICULO 2
1000;Q051310009;CE.PSICOLOGÍA.APL CUBICULO 3
1000;Q051310010;CE.PSICOLOGÍA.APL CUBICULO 4
1000;Q051310011;CE.PSICOLOGÍA.APL CUBICULO 5
1000;Q051310012;CE.PSICOLOGÍA.APL CUBICULO 6
1000;Q051310013;CE.PSICOLOGÍA.APL CUBICULO 7
1000;Q051310014;CE.PSICOLOGÍA.APL CUBICULO 8
1000;Q051310015;CE.PSICOLOGÍA.APL PASILLOS Y HALLS
1000;Q051310016;CE.PSICOLOGÍA.APL BAÑOS
1000;Q051310017;CE.PSICOLOGÍA.APL BODEGA 1
1000;Q051310018;CE.PSICOLOGÍA.APL BODEGA 2
1000;Q051310019;CE.PSICOLOGÍA.APL AULAS
1000;Q051310020;CE.PSICOLOGÍA.APLSALA TERAPIA 2DO. PISO
1000;Q051310021;CE.PSICOLOGÍA.APL CAMARA DE GELSSELL
1000;Q051310022;CE.PSICOLOGÍA.APL OFICINA PROFESORES 1
1000;Q051310023;CE.PSICOLOGÍA.APL OFICINA PROFESORES 2
1000;Q051310024;CE.PSICOLOGÍA.APL ARCHIVO
1000;Q051310025;CE.PSICOLOGÍA.APL SALA DE JUEGOS
1000;Q051310026;CE.PSICOLOGÍA.APL OFICINAS 3ER. PISO
1000;Q051310027;CE.PSICOLOGÍA.APL CAFETERIA
1000;Q051310028;CE.PSICOLOGÍA.APLSALA INTERVENCIÓN P3
1000;Q051310029;CE.PSICOLOGÍA.APL OFICINA DE PROFESORES
1000;Q051310030;CE.PSICOLOGÍA.APLOF. DE PROFESORES 305
1000;Q051310031;CE.PSICOLOGÍA.APLOF. DE PROFESORES 312
1000;Q051320001;DEP.PSICOMETRÍA COORDINACIÓN INDUSTRIAL
1000;Q051320002;DEP.PSICOMETRÍA COORDINACIÓN CLÍNICA
1000;Q051320003;DEP.PSICOMETRÍA COORDINACIÓN EDUCATIVA
1000;Q051320004;DEP.PSICOMETRÍA LABORATORIO
1000;Q051320005;DEP.PSICOMETRÍA BAÑOS GENERALES
1000;Q051320006;DEP.PSICOMETRÍA BODEGA
1000;Q051410001;ESC. TRABAJO SOCIAL DIRECCIÓN 003
1000;Q051410002;ESC. TRABAJO SOCIAL SECRETARÍA 001
1000;Q051410003;ESC. TRABAJO SOCIAL AULA 101
1000;Q051410004;ESC. TRABAJO SOCIALBODEGA PB 006
1000;Q051410005;ESC. TRABAJO SOCIAL CUB. PROF. 106 (1)
1000;Q051410006;ESC. TRABAJO SOCIALCUB. PROFS 106 (2)
1000;Q051410007;ESC. TRABAJO SOCIALCUB. PROFS 106 (3)
1000;Q051410008;ESC. TRABAJO SOCIALCUB. PROFS 106 (4)
1000;Q051410009;ESC. TRABAJO SOCIALAUD.DRA.ISA.ROBALINO
1000;Q051410010;ESC. TRABAJO SOCIAL AULA 007
1000;Q051410011;ESC. TRABAJO SOCIALSALA.PROFESORES 106
1000;Q051410012;ESC. TRABAJO SOCIALPOSGR.GESTIÓN SOCIAL
1000;Q051410013;ESC. TRABAJO SOCIALPASILLOS Y HALLS PB
1000;Q051410014;ESC. TRABAJO SOCIALBAÑOS MUJERES PB
1000;Q051410015;ESC. TRABAJO SOCIALCUBÍCULO PROFESORES
1000;Q051410016;ESC. TRABAJO SOCIALCUB.PROFS 106 (5)
1000;Q051410017;ESC. TRABAJO SOCIALCOORD.ACADÉMICA
1000;Q051410018;ESC. TRABAJO SOCIALCTRO.DOCUMTACION 108
1000;Q051410019;ESC. TRABAJO SOCIALSECRETARIO AB. 002
1000;Q051410020;ESC. TRABAJO SOCIALBODEG PB BAJO.GRADAS
1000;Q051410021;ESC. TRABAJO SOCIALMAEST.LOCL.COMUN.107
1000;Q051410022;ESC. TRABAJO SOCIALOF.REGISTR.NAC.DISCP
1000;Q051410023;ESC. TRABAJO SOCIALCENTRO.INVESTIG 107
1000;Q051410024;ESC. TRABAJO SOCIALSALA DE USO MULTIPLE
1000;Q051410025;ESC. TRABAJO SOCIAL AULA 105
1000;Q051410026;ESC. TRABAJO SOCIAL AULA 004-005
1000;Q051410027;ESC. TRABAJO SOCIAL AULA 102
1000;Q051410028;ESC. TRABAJO SOCIAL AULA 009
1000;Q051410029;ESC. TRABAJO SOCIALPASILLOS Y HALLS P.1
1000;Q051410030;ESC. TRABAJO SOCIALBAÑOS HOMBRES PISO 1
1000;Q051410031;ESC. TRABAJO SOCIALPASILLS.HALLS.OF.106
1000;Q051501001;DISERLAB.OFICINA
1000;Q051600001;BIBLIOTECA GNRAL DIRECCIÓN
1000;Q051600002;BIBLIOTECA GNRAL SALA DE ESPERA
1000;Q051600003;BIBLIOTECA GNRALADQ. HEMEROTECA - CUB 1
1000;Q051600004;BIBLIOTECA GNRALADQ.HEMEROTECA.CUB.2
1000;Q051600005;BIBLIOTECA GNRALADQ. HEMEROTECA - CUB 3
1000;Q051600006;BIBLIOTECA GNRALADQ. LIBROS - CUB 4
1000;Q051600007;BIBLIOTECA GNRALADQ - AREA BECARIOS
1000;Q051600008;BIBLIOTECA GNRALPROC.TÉCNICOS -CUB 1
1000;Q051600009;BIBLIOTECA GNRALPROC.TÉCNICOS - CUB 2
1000;Q051600010;BIBLIOTECA GNRALPROCESOS TÉCNICOS-CUB.3
1000;Q051600011;BIBLIOTECA GNRALPROCESOS TÉCNICOS-CUB 4
1000;Q051600012;BIBLIOTECA GNRALPROCESOS TÉCNICOS-CUB 5
1000;Q051600013;BIBLIOTECA GNRALPROCESOS TÉCNICOS-CUB 6
1000;Q051600014;BIBLIOTECA GNRALPROCESOS TÉCNIC-A.BECAR
1000;Q051600015;BIBLIOTECA GNRAL ENCUADERNACIÓN
1000;Q051600016;BIBLIOTECA GNRAL BODEGA 2
1000;Q051600017;BIBLIOTECA GNRAL PASILLO Y HALLS
1000;Q051600018;BIBLIOTECA GNRAL INDETERMINADA
1000;Q051600019;BIBLIOTECA GNRAL BAÑOS Y BODEGA
1000;Q051600020;BIBLIOTECA GNRAL COLECCIÓN
1000;Q051600021;BIBLIOTECA GNRAL PROCESOS TÉCNICOS
1000;Q051600022;BIBLIOTECA GNRAL ADQUISICIÓN HEMEROTECA
1000;Q051600023;BIBLIOTECA GNRAL COMEDOR
1000;Q051600024;BIBLIOTECA GNRAL DUCTO
1000;Q051600025;BIBLIOTECA GNRALS. CIENCIAS SOCIALES PB
1000;Q051600026;BIBLIOTECA GNRALS.CIENCIAS PURAS.APLIC
1000;Q051600027;BIBLIOTECA GNRAL SALA ARTE Y LITERATURA
1000;Q051600028;BIBLIOTECA GNRAL SALA SEMINARIOS 1
1000;Q051600029;BIBLIOTECA GNRAL SALA SEMINARIOS 2
1000;Q051600030;BIBLIOTECA GNRAL BIBLIOTECA INFANTIL
1000;Q051601001;S.HEMEROTECA.SUBS RECEPCIÓN
1000;Q051601002;S.HEMEROTECA.SUBS SALA DE LECTURA
1000;Q051601003;S.HEMEROTECA.SUBS COLECCIÓN
1000;Q051601004;S.HEMEROTECA.SUBS SALA DE STAR 1
1000;Q051601005;S.HEMEROTECA.SUBS SALA DE STAR 2
1000;Q051601006;S.HEMEROTECA.SUBS CATÁLOGO EN LÍNEA
1000;Q051601007;S.HEMEROTECA.SUBSSALA INVESTIGADORES A
1000;Q051601008;S.HEMEROTECA.SUBSAREA IMPRS. ESCN.COPIA
1000;Q051601009;S.HEMEROTECA.SUBS PASILLOS Y HALLS
1000;Q051601010;S.HEMEROTECA.SUBSCUARTO CONTROLAD.ELÉCT
1000;Q051601011;S.HEMEROTECA.SUBS BAÑOS INTERNOS
1000;Q051601012;S.HEMEROTECA.SUBS BODEGA
1000;Q051601013;S.HEMEROTECA.SUBSEQ.EST.DISCAP. VISUAL
1000;Q051602001;S.CC.SOCIALES RECEPCIÓN
1000;Q051602002;S.CC.SOCIALES SALA DE LECTURA
1000;Q051602003;S.CC.SOCIALES COLECCIÓN
1000;Q051602004;S.CC.SOCIALES SALA DE STAR 1
1000;Q051602005;S.CC.SOCIALES CATÁLOGO EN LÍNEA
1000;Q051602006;S.CC.SOCIALES SALA DE INVESTIGADORES B
1000;Q051602007;S.CC.SOCIALES AREA IMPR ESCAN. Y COPIA
1000;Q051602008;S.CC.SOCIALES PASILLOS Y HALLS
1000;Q051602009;S.CC.SOCIALESCUARTO CONTROLADELÉCTRICO
1000;Q051602010;S.CC.SOCIALES BAÑOS INTERNOS
1000;Q051602011;S.CC.SOCIALES BAÑOS EXTERNOS
1000;Q051603001;SA.CC.P.APLICADAS RECEPCIÓN
1000;Q051603002;SA.CC.P.APLICADAS SALA DE LECTURA
1000;Q051603003;SA.CC.P.APLICADAS COLECCIÓN
1000;Q051603004;SA.CC.P.APLICADAS SALA DE STAR 1
1000;Q051603005;SA.CC.P.APLICADAS SALA DE STAR 2
1000;Q051603006;SA.CC.P.APLICADAS SALA DE STAR 4
1000;Q051603007;SA.CC.P.APLICADASSALA TRABAJ GRUPAL 101
1000;Q051603008;SA.CC.P.APLICADASSALA TRABAJ GRUPAL 102
1000;Q051603009;SA.CC.P.APLICADASSALA TRABAJ GRUPAL 103
1000;Q051603010;SA.CC.P.APLICADAS CATÁLOGO EN LÍNEA
1000;Q051603011;SA.CC.P.APLICADAS MAPOTECA
1000;Q051603012;SA.CC.P.APLICADASAREA IMPR.ESCANEO.COP
1000;Q051603013;SA.CC.P.APLICADAS PASILLOS Y HALLS
1000;Q051603014;SA.CC.P.APLICADASCUARTO CONTROLAD.ELÉCT
1000;Q051603015;SA.CC.P.APLICADAS COMEDOR
1000;Q051603016;SA.CC.P.APLICADAS BAÑOS INTERNOS
1000;Q051603017;SA.CC.P.APLICADAS BAÑOS EXTERNOS
1000;Q051604001;S.ARTE.LITERATURA RECEPCIÓN
1000;Q051604002;S.ARTE.LITERATURA SALA DE LECTURA
1000;Q051604003;S.ARTE.LITERATURA COLECCIÓN COLECCIÓN
1000;Q051604004;S.ARTE.LITERATURA AUDITORIO
1000;Q051604005;S.ARTE.LITERATURA SALA DE STAR 1
1000;Q051604006;S.ARTE.LITERATURA SALA DE STAR 2
1000;Q051604007;S.ARTE.LITERATURA SALA DE STAR 3
1000;Q051604008;S.ARTE.LITERATURASALA TRABAJ GRUPAL 201
1000;Q051604009;S.ARTE.LITERATURASALA TRABAJ GRUPAL 202
1000;Q051604010;S.ARTE.LITERATURASALA TRABAJ GRUPAL 203
1000;Q051604011;S.ARTE.LITERATURA CATÁLOGO EN LÍNEA
1000;Q051604012;S.ARTE.LITERATURASALA.INVESTIGADORES C
1000;Q051604013;S.ARTE.LITERATURAIMPRESIÓN ESCANEO COP.
1000;Q051604014;S.ARTE.LITERATURA PASILLOS Y HALLS
1000;Q051604015;S.ARTE.LITERATURACONTROLADO. ELÉCTRICO
1000;Q051604016;S.ARTE.LITERATURA BAÑOS INTERNOS
1000;Q051604017;S.ARTE.LITERATURA BAÑOS EXTERNOS
1000;Q051605001;S.TESIS.GRADO.PUCE RECEPCIÓN
1000;Q051605002;S.TESIS.GRADO.PUCE SALA DE LECTURA
1000;Q051605003;S.TESIS.GRADO.PUCE COLECCIÓN
1000;Q051605004;S.TESIS.GRADO.PUCE CATÁLOGO EN LÍNEA
1000;Q051605005;S.TESIS.GRADO.PUCE SALA DE VIDEO
1000;Q051605006;S.TESIS.GRADO.PUCE SALA DE SEMINARIO 1
1000;Q051605007;S.TESIS.GRADO.PUCE SALA DE SEMINARIO 2
1000;Q051605008;S.TESIS.GRADO.PUCE SALA DE SEMINARIO 3
1000;Q051605009;S.TESIS.GRADO.PUCE SALA DE SEMINARIO 4
1000;Q051605010;S.TESIS.GRADO.PUCES.TRABA.INDIVIDUAL.1
1000;Q051605011;S.TESIS.GRADO.PUCES.TRABA.INDIVIDUAL.2
1000;Q051605012;S.TESIS.GRADO.PUCES.TRABA.INDIVIDUAL.3
1000;Q051605013;S.TESIS.GRADO.PUCES.TRABA.INDIVIDUAL.4
1000;Q051605014;S.TESIS.GRADO.PUCES.TRABA.INDIVIDUAL.5
1000;Q051605015;S.TESIS.GRADO.PUCES.TRABA.INDIVIDUAL.6
1000;Q051605016;S.TESIS.GRADO.PUCES.TRABA.INDIVIDUAL.7
1000;Q051605017;S.TESIS.GRADO.PUCES.TRABA.INDIVIDUAL.8
1000;Q051605018;S.TESIS.GRADO.PUCES.TRABA.INDIVIDUAL.9
1000;Q051605019;S.TESIS.GRADO.PUCES.TRABA.INDIVIDUAL.10
1000;Q051605020;S.TESIS.GRADO.PUCES.TRABA.INDIVIDUAL.11
1000;Q051605021;S.TESIS.GRADO.PUCES.TRABA.INDIVIDUAL.12
1000;Q051605022;S.TESIS.GRADO.PUCES.TRABA.INDIVIDUAL.13
1000;Q051605023;S.TESIS.GRADO.PUCES.TRABA.INDIVIDUAL.14
1000;Q051605024;S.TESIS.GRADO.PUCES.TRABA.INDIVIDUAL.15
1000;Q051605025;S.TESIS.GRADO.PUCES.TRABA.INDIVIDUAL.16
1000;Q051605026;S.TESIS.GRADO.PUCES.TRABAJO GRUPAL 301
1000;Q051605027;S.TESIS.GRADO.PUCES.TRABAJO GRUPAL 302
1000;Q051605028;S.TESIS.GRADO.PUCES.TRABAJO GRUPAL 303
1000;Q051605029;S.TESIS.GRADO.PUCES.TRABAJO GRUPAL 304
1000;Q051605030;S.TESIS.GRADO.PUCES.TRABAJO GRUPAL 305
1000;Q051605031;S.TESIS.GRADO.PUCE SALA DE STAR 1
1000;Q051605032;S.TESIS.GRADO.PUCE DEPÓSITO DE CANJE
1000;Q051605033;S.TESIS.GRADO.PUCE MUSEO DEL LIBRO
1000;Q051605034;S.TESIS.GRADO.PUCE PASILLOS Y HALLS
1000;Q051605035;S.TESIS.GRADO.PUCECONTROLADO.ELÉCTRICO
1000;Q051605036;S.TESIS.GRADO.PUCE BAÑOS EXTERNOS
